requestDate,requestSize,request,responseDate,responseSize,totalResults
2003-03-07 14:54:12.206000,162,clitrom,2003-03-07 14:54:12.212000,41,0
2003-03-07 14:54:15.433000,160,clitr,2003-03-07 14:54:15.439000,41,0
2003-03-07 14:54:16.144000,159,clit,2003-03-07 14:54:16.150000,41,0
2003-03-07 14:54:16.713000,158,cli,2003-03-07 14:54:16.734000,78729,68
2003-03-07 14:54:21.151000,158,cli,2003-03-07 14:54:21.171000,78729,68
2003-03-07 14:54:14.532000,161,clitro,2003-03-07 14:54:14.537000,41,0
2003-03-07 14:54:19.595000,159,clit,2003-03-07 14:54:19.601000,41,0
2003-03-07 15:14:28.409000,164,melatonin,2003-03-07 15:14:28.418000,38827,21
2003-03-07 15:15:25.169000,160,sero,2003-03-07 15:15:25.179000,16198,5
2003-03-07 15:16:55.005000,162,miralax,2003-03-07 15:16:55.011000,2386,2
2003-03-07 15:16:53.485000,160,vyvan,2003-03-07 15:16:53.500000,12068,2
2003-03-07 15:16:43.563000,162,Hydroxy,2003-03-07 15:16:43.572000,33769,21
2003-03-07 15:15:40.952000,165,gabapentio,2003-03-07 15:15:40.957000,41,0
2003-03-07 15:15:56.818000,166,Adderall XR,2003-03-07 15:15:56.828000,6300,1
2003-03-07 15:15:39.512000,162,gabapen,2003-03-07 15:15:39.521000,23916,11
2003-03-07 15:15:11.158000,160,bisac,2003-03-07 15:15:11.168000,28469,25
2003-03-07 15:18:17.670000,157,po,2003-03-07 15:18:17.703000,59298,496
2003-03-07 15:15:38.705000,157,vi,2003-03-07 15:15:38.752000,63133,827
2003-03-07 15:15:39.992000,163,gabapent,2003-03-07 15:15:40.002000,23916,11
2003-03-07 15:17:16.336000,166,hydrotablet,2003-03-07 15:17:16.342000,41,0
2003-03-07 15:18:43.060000,160,hydro,2003-03-07 15:18:43.111000,86298,374
2003-03-07 15:21:13.606000,158,zol,2003-03-07 15:21:13.633000,37518,20
2003-03-07 15:20:53.141000,161,Zoloft,2003-03-07 15:20:53.148000,4332,2
2003-03-07 15:20:54.788000,167,Ventolin HFA,2003-03-07 15:20:54.793000,1225,1
2003-03-07 15:20:47.892000,159,doxy,2003-03-07 15:20:47.945000,77885,78
2003-03-07 15:20:49.449000,166,Adderall XR,2003-03-07 15:20:49.460000,6300,1
2003-03-07 15:20:54.811000,167,Ventolin HFA,2003-03-07 15:20:54.817000,1225,1
2003-03-07 15:20:56.876000,166,mirtazapine,2003-03-07 15:20:56.883000,13235,4
2003-03-07 15:19:45.366000,168,clonidine HCl,2003-03-07 15:19:45.373000,10248,5
2003-03-07 15:18:55.164000,164,oxycodone,2003-03-07 15:18:55.221000,54490,16
2003-03-07 15:19:06.460000,165,alprazolam,2003-03-07 15:19:06.484000,22670,6
2003-03-07 15:18:43.671000,162,hydrozy,2003-03-07 15:18:43.677000,41,0
2003-03-07 15:20:08.861000,182,cholestyramine (with sugar),2003-03-07 15:20:08.875000,4510,4
2003-03-07 15:22:22.717000,157,ty,2003-03-07 15:22:22.733000,52217,48
2003-03-07 15:22:42.470000,164,trazodone,2003-03-07 15:22:42.487000,4750,1
2003-03-07 15:22:17.801000,168,bupropion HCl,2003-03-07 15:22:17.807000,17672,8
2003-03-07 15:20:44.905000,164,clonidine,2003-03-07 15:20:44.912000,21658,11
2003-03-07 15:23:09.708000,174,hydroxyzine pamoate,2003-03-07 15:23:09.716000,6461,3
2003-03-07 15:23:04.855000,162,mirtaza,2003-03-07 15:23:04.875000,13235,4
2003-03-07 15:23:25.989000,164,lamotrigi,2003-03-07 15:23:26.004000,47667,19
2003-03-07 15:21:58.405000,158,cer,2003-03-07 15:21:58.417000,42914,41
2003-03-07 15:21:59.069000,160,Norco,2003-03-07 15:21:59.090000,3118,1
2003-03-07 15:11:48.256000,165,clonazepam,2003-03-07 15:11:48.277000,11579,3
2003-03-07 15:12:04.136000,157,Mi,2003-03-07 15:12:04.168000,62306,685
2003-03-07 15:11:20.858000,160,ativ,2003-03-07 15:11:20.867000,4673,2
2003-03-07 15:13:22.011000,158,Mia,2003-03-07 15:13:22.017000,41,0
2003-03-07 15:15:12.177000,157,vi,2003-03-07 15:15:12.221000,63133,827
2003-03-07 15:13:40.562000,161,suprep,2003-03-07 15:13:40.569000,1230,1
2003-03-07 15:15:22.363000,169,cyproheptadine,2003-03-07 15:15:22.370000,3412,3
2003-03-07 15:12:27.675000,165,wellbutrin,2003-03-07 15:12:27.681000,5313,2
2003-03-07 15:15:01.747000,168,clonidine HCl,2003-03-07 15:15:01.756000,10248,5
2003-03-07 15:13:35.134000,157,mi,2003-03-07 15:13:35.184000,62306,685
2003-03-07 15:13:35.515000,161,calcit,2003-03-07 15:13:35.523000,12796,10
2003-03-07 15:13:36.536000,162,mirtaza,2003-03-07 15:13:36.544000,13235,4
2003-03-07 15:15:42.552000,160,vivis,2003-03-07 15:15:42.558000,41,0
2003-03-07 15:16:11.027000,162,methado,2003-03-07 15:16:11.042000,15725,11
2003-03-07 15:26:43.909000,164,Ambien CR,2003-03-07 15:26:43.916000,2345,1
2003-03-07 15:17:00.956000,160,polye,2003-03-07 15:17:00.969000,36974,33
2003-03-07 15:20:10.807000,158,xyr,2003-03-07 15:20:10.812000,1121,1
2003-03-07 15:29:21.739000,160,neo s,2003-03-07 15:29:21.757000,16772,14
2003-03-07 15:29:22.304000,161,neo sy,2003-03-07 15:29:22.311000,7387,5
2003-03-07 15:29:25.707000,169,neo synephrine,2003-03-07 15:29:25.713000,4228,2
2003-03-07 15:31:03.412000,166,glimepiride,2003-03-07 15:31:03.418000,10164,4
2003-03-07 15:30:36.039000,164,dilaudis,2003-03-07 15:30:36.043000,41,0
2003-03-07 15:28:39.029000,157,hy,2003-03-07 15:28:39.070000,90795,585
2003-03-07 15:28:55.171000,164,Anusol-HC,2003-03-07 15:28:55.177000,2244,2
2003-03-07 15:24:42.104000,161,saline,2003-03-07 15:24:42.113000,20574,20
2003-03-07 15:30:23.425000,158,cab,2003-03-07 15:30:23.431000,8699,5
2003-03-07 15:30:22.739000,157,ca,2003-03-07 15:30:22.783000,70532,951
2003-03-07 15:36:30.942000,160,prozac,2003-03-07 15:36:30.947000,3190,1
2003-03-07 15:36:05.219000,160,Norco,2003-03-07 15:36:05.239000,3118,1
2003-03-07 15:36:28.789000,156,p,2003-03-07 15:36:28.918000,57993,3754
2003-03-07 15:36:28.990000,157,pr,2003-03-07 15:36:29.030000,78344,946
2003-03-07 15:36:45.171000,162,Lunesta,2003-03-07 15:36:45.178000,3154,1
2003-03-07 15:23:23.513000,161,lamotr,2003-03-07 15:23:23.523000,47667,19
2003-03-07 15:23:22.337000,165,alprazolam,2003-03-07 15:23:22.365000,22670,6
2003-03-07 15:23:26.674000,166,lamotrigine,2003-03-07 15:23:26.685000,47667,19
2003-03-07 15:28:20.233000,164,methadone,2003-03-07 15:28:20.260000,15725,11
2003-03-07 15:27:40.842000,158,lex,2003-03-07 15:27:40.850000,10475,8
2003-03-07 15:28:54.585000,166,Anusol-HC (,2003-03-07 15:28:54.594000,2244,2
2003-03-07 15:28:34.408000,157,66,2003-03-07 15:28:34.415000,4171,4
2003-03-07 15:28:42.862000,167,hydrocotison,2003-03-07 15:28:42.868000,41,0
2003-03-07 15:32:40.657000,160,Norco,2003-03-07 15:32:40.678000,3118,1
2003-03-07 15:30:40.527000,164,dilaudid,2003-03-07 15:30:40.535000,7623,3
2003-03-07 15:34:17.090000,166,benztropine,2003-03-07 15:34:17.109000,5533,3
2003-03-07 15:32:00.389000,158,pro,2003-03-07 15:32:00.420000,50722,392
2003-03-07 15:33:07.616000,158,jan,2003-03-07 15:33:07.627000,17308,4
2003-03-07 15:33:12.333000,157,Re,2003-03-07 15:33:12.375000,69285,660
2003-03-07 15:33:40.046000,157,au,2003-03-07 15:33:40.058000,51681,41
2003-03-07 15:25:00.153000,164,dexedrine,2003-03-07 15:25:00.162000,3033,1
2003-03-07 15:25:03.180000,163,dexedrine,2003-03-07 15:25:03.186000,3033,1
2003-03-07 15:25:08.296000,175,morphine concentrate,2003-03-07 15:25:08.303000,2352,2
2003-03-07 15:24:32.630000,159,esci,2003-03-07 15:24:32.636000,8022,3
2003-03-07 15:24:17.650000,156,h,2003-03-07 15:24:17.679000,63237,1548
2003-03-07 15:24:32.450000,158,esc,2003-03-07 15:24:32.456000,11085,6
2003-03-07 15:24:32.754000,160,escit,2003-03-07 15:24:32.760000,8022,3
2003-03-07 15:23:40.185000,163,Adderall,2003-03-07 15:23:40.199000,12872,2
2003-03-07 15:23:22.144000,156,l,2003-03-07 15:23:22.216000,73828,1778
2003-03-07 15:34:37.681000,160,LOSAR,2003-03-07 15:34:37.689000,12930,4
2003-03-07 15:35:40.627000,158,TRI,2003-03-07 15:35:40.649000,73161,191
2003-03-07 15:35:39.615000,164,oxycodone,2003-03-07 15:35:39.655000,54490,16
2003-03-07 15:35:41.539000,159,TRIA,2003-03-07 15:35:41.560000,65047,54
2003-03-07 15:32:00.631000,159,prom,2003-03-07 15:32:00.645000,39308,22
2003-03-07 15:32:02.319000,164,promethaz,2003-03-07 15:32:02.330000,28576,15
2003-03-07 15:30:38.097000,163,Adderall,2003-03-07 15:30:38.116000,12872,2
2003-03-07 15:32:02.696000,165,promethazi,2003-03-07 15:32:02.707000,28576,15
2003-03-07 15:31:33.998000,166,glimepiride,2003-03-07 15:31:34.003000,10164,4
2003-03-07 15:26:18.833000,165,clonazepam,2003-03-07 15:26:18.846000,11579,3
2003-03-07 15:26:19.162000,165,clonazepam,2003-03-07 15:26:19.175000,11579,3
2003-03-07 15:29:17.852000,158,nes,2003-03-07 15:29:17.859000,5674,4
2003-03-07 15:29:15.793000,160,oxyco,2003-03-07 15:29:15.845000,54490,16
2003-03-07 15:29:19.377000,161,rester,2003-03-07 15:29:19.383000,41,0
2003-03-07 15:29:21.051000,158,neo,2003-03-07 15:29:21.070000,61266,67
2003-03-07 15:27:25.056000,164,lactulose,2003-03-07 15:27:25.063000,8411,5
2003-03-07 15:37:11.350000,166,haloperidol,2003-03-07 15:37:11.370000,16241,9
2003-03-07 15:36:40.335000,160,Norco,2003-03-07 15:36:40.358000,3118,1
2003-03-07 15:36:42.077000,159,AMIO,2003-03-07 15:36:42.084000,6182,2
2003-03-07 15:36:54.908000,184,dextroamphetamine-amphetamine,2003-03-07 15:36:54.934000,30123,5
2003-03-07 15:36:48.964000,160,AMIOD,2003-03-07 15:36:48.969000,6182,2
2003-03-07 15:30:25.539000,164,cabergoli,2003-03-07 15:30:25.545000,1074,1
2003-03-07 15:43:53.659000,157,fo,2003-03-07 15:43:53.706000,69068,808
2003-03-07 15:44:17.599000,164,estradiol,2003-03-07 15:44:17.619000,89187,125
2003-03-07 15:43:48.000000,165,fluoxetine,2003-03-07 15:43:48.008000,23889,8
2003-03-07 15:43:49.855000,157,fo,2003-03-07 15:43:49.904000,69068,808
2003-03-07 15:49:22.311000,165,sertraline,2003-03-07 15:49:22.317000,9279,4
2003-03-07 15:46:38.873000,161,zolof,2003-03-07 15:46:38.879000,4332,2
2003-03-07 15:57:11.603000,163,morphine,2003-03-07 15:57:11.706000,91613,28
2003-03-07 15:59:36.364000,159,omeg,2003-03-07 15:59:36.529000,78710,96
2003-03-07 15:59:46.338000,159,klon,2003-03-07 15:59:46.345000,2920,1
2003-03-07 15:59:46.909000,161,klonop,2003-03-07 15:59:46.916000,2920,1
2003-03-07 15:59:37.970000,162,fentany,2003-03-07 15:59:38.066000,107285,21
2003-03-07 15:59:38.363000,163,fentanyl,2003-03-07 15:59:38.434000,107285,21
2003-03-07 15:58:55.677000,160,oxybu,2003-03-07 15:58:55.683000,12499,7
2003-03-07 15:59:26.921000,165,oxybutynin,2003-03-07 15:59:26.929000,12499,7
2003-03-07 15:59:49.575000,158,cef,2003-03-07 15:59:49.594000,85383,43
2003-03-07 15:59:56.536000,159,ipra,2003-03-07 15:59:56.543000,6628,5
2003-03-07 15:59:46.623000,160,klono,2003-03-07 15:59:46.647000,2920,1
2003-03-07 15:59:18.659000,157,ox,2003-03-07 15:59:18.712000,101664,146
2003-03-07 15:59:15.726000,157,co,2003-03-07 15:59:15.774000,69669,1385
2003-03-07 15:59:23.736000,162,oxybuty,2003-03-07 15:59:23.743000,12499,7
2003-03-07 15:59:20.581000,168,bupropion HCl,2003-03-07 15:59:20.591000,17672,8
2003-03-07 15:52:15.377000,161,Flexer,2003-03-07 15:52:15.383000,41,0
2003-03-07 15:52:18.707000,163,tramadol,2003-03-07 15:52:18.763000,20772,11
2003-03-07 15:52:21.883000,162,Lexapro,2003-03-07 15:52:21.898000,3262,1
2003-03-07 15:52:29.864000,159,fior,2003-03-07 15:52:29.878000,3377,3
2003-03-07 15:52:19.126000,162,Flexeril,2003-03-07 15:52:19.131000,41,0
2003-03-07 15:52:27.484000,158,cyc,2003-03-07 15:52:27.498000,58511,38
2003-03-07 15:53:10.783000,157,Ne,2003-03-07 15:53:10.834000,62959,581
2003-03-07 15:53:33.181000,157,la,2003-03-07 15:53:33.233000,81255,570
2003-03-07 15:53:53.496000,157,ti,2003-03-07 15:53:53.523000,95327,158
2003-03-07 15:53:56.286000,164,tizanidin,2003-03-07 15:53:56.295000,11144,5
2003-03-07 15:53:54.121000,164,mmetform,2003-03-07 15:53:54.127000,41,0
2003-03-07 15:53:55.150000,161,tizani,2003-03-07 15:53:55.158000,11144,5
2003-03-07 15:55:47.111000,163,zolpidem,2003-03-07 15:55:47.128000,17159,8
2003-03-07 16:01:36.138000,164,meloxicam,2003-03-07 16:01:36.193000,8336,4
2003-03-07 16:01:50.085000,157,be,2003-03-07 16:01:50.126000,77967,347
2003-03-07 16:01:51.024000,161,beprev,2003-03-07 16:01:51.029000,1127,1
2003-03-07 16:00:56.730000,156,f,2003-03-07 16:00:56.786000,75155,2085
2003-03-07 16:00:57.084000,158,Fur,2003-03-07 16:00:57.091000,15065,8
2003-03-07 15:58:17.557000,164,Lorazepam,2003-03-07 15:58:17.572000,16475,8
2003-03-07 15:58:17.156000,163,Lorazepa,2003-03-07 15:58:17.175000,16475,8
2003-03-07 15:56:56.491000,165,gabapentin,2003-03-07 15:56:56.500000,23916,11
2003-03-07 15:56:57.273000,166,varenicline,2003-03-07 15:56:57.280000,4165,3
2003-03-07 15:57:07.151000,165,sertraline,2003-03-07 15:57:07.164000,9279,4
2003-03-07 15:57:44.171000,163,morphine,2003-03-07 15:57:44.307000,91613,28
2003-03-07 15:57:34.799000,162,Aricept,2003-03-07 15:57:34.804000,2897,1
2003-03-07 15:54:33.177000,158,lev,2003-03-07 15:54:33.205000,110597,161
2003-03-07 15:52:32.722000,161,cyclob,2003-03-07 15:52:32.728000,11301,6
2003-03-07 15:52:32.309000,163,tramadol,2003-03-07 15:52:32.334000,20772,11
2003-03-07 15:52:32.357000,163,tramadol,2003-03-07 15:52:32.377000,20772,11
2003-03-07 15:51:44.569000,165,tizanidine,2003-03-07 15:51:44.587000,11144,5
2003-03-07 15:51:44.591000,165,tizanidine,2003-03-07 15:51:44.611000,11144,5
2003-03-07 15:52:58.681000,159,gaba,2003-03-07 15:52:58.691000,25916,13
2003-03-07 15:52:59.427000,162,gabapen,2003-03-07 15:52:59.436000,23916,11
2003-03-07 15:53:26.260000,157,la,2003-03-07 15:53:26.300000,81255,570
2003-03-07 15:55:45.466000,162,Lexapro,2003-03-07 15:55:45.471000,3262,1
2003-03-07 15:56:06.156000,163,prazosin,2003-03-07 15:56:06.163000,7032,3
2003-03-07 15:56:06.155000,163,prazosin,2003-03-07 15:56:06.162000,7032,3
2003-03-07 15:57:11.742000,163,morphine,2003-03-07 15:57:11.821000,91613,28
2003-03-07 15:56:49.984000,162,chantix,2003-03-07 15:56:49.991000,4165,3
2003-03-07 15:56:43.580000,161,vereni,2003-03-07 15:56:43.586000,41,0
2003-03-07 15:56:48.944000,159,chan,2003-03-07 15:56:48.949000,4165,3
2003-03-07 15:56:47.559000,157,ve,2003-03-07 15:56:47.583000,90463,123
2003-03-07 15:57:38.462000,162,concert,2003-03-07 15:57:38.469000,4333,1
2003-03-07 15:54:37.070000,160,baclo,2003-03-07 15:54:37.078000,7087,3
2003-03-07 15:55:04.072000,160,tera,2003-03-07 15:55:04.077000,6805,3
2003-03-07 16:03:48.680000,157,ne,2003-03-07 16:03:48.708000,62959,581
2003-03-07 16:03:51.984000,158,zov,2003-03-07 16:03:51.990000,8636,7
2003-03-07 16:03:44.310000,166,clindamycin,2003-03-07 16:03:44.323000,63095,43
2003-03-07 16:03:16.330000,160,cipro,2003-03-07 16:03:16.340000,27865,17
2003-03-07 16:02:52.815000,164,oxycodone,2003-03-07 16:02:52.858000,54490,16
2003-03-07 16:02:52.584000,164,oxycodone,2003-03-07 16:02:52.623000,54490,16
2003-03-07 15:40:41.899000,170,ziprasidone HCl,2003-03-07 15:40:41.935000,8064,2
2003-03-07 15:40:55.653000,157,Zo,2003-03-07 15:40:55.700000,82117,65
2003-03-07 15:39:40.385000,157,Ge,2003-03-07 15:39:40.426000,74818,165
2003-03-07 15:39:39.961000,157,et,2003-03-07 15:39:39.980000,62095,186
2003-03-07 15:39:25.280000,165,wellbutrin,2003-03-07 15:39:25.287000,5313,2
2003-03-07 15:38:40.498000,158,clo,2003-03-07 15:38:40.528000,80804,111
2003-03-07 15:38:44.038000,163,clonezpa,2003-03-07 15:38:44.043000,41,0
2003-03-07 15:41:19.448000,159,adde,2003-03-07 15:41:19.462000,12872,2
2003-03-07 15:41:46.887000,165,gabapentin,2003-03-07 15:41:46.896000,23916,11
2003-03-07 15:46:38.630000,160,zolo,2003-03-07 15:46:38.636000,4332,2
2003-03-07 15:47:25.799000,168,Wellbutrin XL,2003-03-07 15:47:25.804000,2239,1
2003-03-07 15:47:13.384000,160,gabae,2003-03-07 15:47:13.397000,41,0
2003-03-07 15:47:13.053000,159,gaba,2003-03-07 15:47:13.076000,25916,13
2003-03-07 15:47:14.014000,159,gaba,2003-03-07 15:47:14.033000,25916,13
2003-03-07 15:47:17.547000,162,Lexapro,2003-03-07 15:47:17.553000,3262,1
2003-03-07 15:46:49.185000,163,cefdinir,2003-03-07 15:46:49.192000,3311,2
2003-03-07 15:47:45.106000,162,belsomr,2003-03-07 15:47:45.116000,3837,1
2003-03-07 15:38:36.091000,159,Xana,2003-03-07 15:38:36.102000,7940,2
2003-03-07 15:38:52.358000,157,fe,2003-03-07 15:38:52.413000,112109,257
2003-03-07 15:38:52.598000,158,fet,2003-03-07 15:38:52.604000,4907,2
2003-03-07 15:38:43.430000,161,clonez,2003-03-07 15:38:43.435000,41,0
2003-03-07 15:41:19.915000,163,adderall,2003-03-07 15:41:19.929000,12872,2
2003-03-07 15:41:13.182000,164,lorazepam,2003-03-07 15:41:13.203000,16475,8
2003-03-07 15:39:55.293000,159,praz,2003-03-07 15:39:55.300000,8080,4
2003-03-07 15:39:40.904000,160,Geodo,2003-03-07 15:39:40.910000,4992,2
2003-03-07 15:39:36.825000,160,ablet,2003-03-07 15:39:36.830000,41,0
2003-03-07 15:39:25.393000,165,wellbutrin,2003-03-07 15:39:25.399000,5313,2
2003-03-07 15:40:26.796000,162,lidoder,2003-03-07 15:40:26.800000,1175,1
2003-03-07 15:40:16.484000,161,lidode,2003-03-07 15:40:16.491000,1175,1
2003-03-07 15:51:06.287000,161,norco,2003-03-07 15:51:06.297000,3118,1
2003-03-07 15:51:10.256000,164,meloxicam,2003-03-07 15:51:10.271000,8336,4
2003-03-07 15:51:10.274000,164,meloxicam,2003-03-07 15:51:10.289000,8336,4
2003-03-07 15:50:28.340000,163,Maxitrol,2003-03-07 15:50:28.347000,2304,2
2003-03-07 15:51:48.944000,158,ano,2003-03-07 15:51:48.950000,2122,2
2003-03-07 15:48:17.296000,156,s,2003-03-07 15:48:17.425000,80753,3569
2003-03-07 15:49:53.691000,162,Provera,2003-03-07 15:49:53.702000,7384,4
2003-03-07 15:50:10.280000,165,sertraline,2003-03-07 15:50:10.288000,9279,4
2003-03-07 15:43:06.504000,168,MorphaBond ER,2003-03-07 15:43:06.513000,3759,1
2003-03-07 15:44:51.361000,160,Norco,2003-03-07 15:44:51.372000,3118,1
2003-03-07 15:44:52.944000,160,lidoc,2003-03-07 15:44:52.966000,81853,137
2003-03-07 15:43:00.244000,161,xopen,2003-03-07 15:43:00.249000,5518,3
2003-03-07 15:42:29.372000,161,anoro,2003-03-07 15:42:29.377000,1095,1
2003-03-07 15:40:19.119000,159,lido,2003-03-07 15:40:19.139000,82605,138
2003-03-07 15:48:28.418000,167,gabapentin t,2003-03-07 15:48:28.442000,41,0
2003-03-07 15:49:32.122000,158,for,2003-03-07 15:49:32.151000,48991,336
2003-03-07 15:52:16.824000,159,fior,2003-03-07 15:52:16.833000,3377,3
2003-03-07 16:02:55.165000,166,benztropine,2003-03-07 16:02:55.171000,5533,3
2003-03-07 16:05:55.694000,160,Norco,2003-03-07 16:05:55.702000,3118,1
2003-03-07 16:02:52.003000,161,risper,2003-03-07 16:02:52.022000,30148,8
2003-03-07 16:05:00.782000,159,meth,2003-03-07 16:05:00.827000,81914,180
2003-03-07 16:06:25.208000,159,bena,2003-03-07 16:06:25.218000,36360,16
2003-03-07 16:13:02.201000,159,lor,2003-03-07 16:13:02.221000,78413,59
2003-03-07 16:13:35.015000,158,oxy,2003-03-07 16:13:35.081000,98462,63
2003-03-07 16:14:37.932000,167,nizoral crea,2003-03-07 16:14:37.938000,41,0
2003-03-07 16:14:17.355000,162,ketacon,2003-03-07 16:14:17.360000,41,0
2003-03-07 16:14:10.254000,156,k,2003-03-07 16:14:10.288000,74454,367
2003-03-07 16:14:10.296000,167,oxycodone so,2003-03-07 16:14:10.333000,41,0
2003-03-07 16:14:11.765000,160,klono,2003-03-07 16:14:11.824000,2920,1
2003-03-07 16:14:13.957000,157,ke,2003-03-07 16:14:13.980000,73469,81
2003-03-07 16:13:35.646000,160,oxyco,2003-03-07 16:13:35.690000,54490,16
2003-03-07 16:13:37.730000,164,oxycodone,2003-03-07 16:13:37.777000,54490,16
2003-03-07 16:13:35.367000,159,oxyc,2003-03-07 16:13:35.412000,54490,16
2003-03-07 16:13:44.416000,163,Vistaril,2003-03-07 16:13:44.422000,2015,1
2003-03-07 16:14:22.557000,173,ketaconazole cream,2003-03-07 16:14:22.561000,41,0
2003-03-07 16:14:29.604000,163,Percocet,2003-03-07 16:14:29.627000,3913,1
2003-03-07 16:09:39.254000,157,ni,2003-03-07 16:09:39.291000,88684,234
2003-03-07 16:07:41.411000,163,Flagyl 5,2003-03-07 16:07:41.425000,41,0
2003-03-07 16:07:45.563000,161,Flagyl,2003-03-07 16:07:45.569000,3088,2
2003-03-07 16:10:54.041000,167,ketoconazole,2003-03-07 16:10:54.052000,11690,11
2003-03-07 16:10:27.004000,166,Robaxin-750,2003-03-07 16:10:27.010000,1092,1
2003-03-07 16:13:12.126000,164,Lorazepam,2003-03-07 16:13:12.143000,16475,8
2003-03-07 16:14:50.192000,159,anti,2003-03-07 16:14:50.209000,54984,126
2003-03-07 16:16:30.471000,158,lor,2003-03-07 16:16:30.510000,66794,59
2003-03-07 16:16:24.970000,160,lyric,2003-03-07 16:16:24.984000,12027,3
2003-03-07 16:16:24.339000,158,lyr,2003-03-07 16:16:24.401000,12027,3
2003-03-07 16:07:38.682000,168,Flagyl 500 mg,2003-03-07 16:07:38.687000,41,0
2003-03-07 16:07:25.847000,161,Zoloft,2003-03-07 16:07:25.853000,4332,2
2003-03-07 16:07:19.245000,164,trazodone,2003-03-07 16:07:19.263000,4750,1
2003-03-07 16:07:03.407000,161,clinda,2003-03-07 16:07:03.422000,63095,43
2003-03-07 16:07:03.944000,162,clindam,2003-03-07 16:07:03.957000,63095,43
2003-03-07 16:07:05.517000,163,clindamy,2003-03-07 16:07:05.531000,63095,43
2003-03-07 16:08:26.602000,160,modaf,2003-03-07 16:08:26.610000,4465,2
2003-03-07 16:07:06.729000,166,clindamycin,2003-03-07 16:07:06.750000,63095,43
2003-03-07 16:12:17.885000,160,mirta,2003-03-07 16:12:17.893000,13235,4
2003-03-07 16:11:36.129000,163,baclofen,2003-03-07 16:11:36.148000,7087,3
2003-03-07 16:13:09.726000,157,Lo,2003-03-07 16:13:09.755000,61018,265
2003-03-07 16:13:11.048000,161,Loraze,2003-03-07 16:13:11.067000,16475,8
2003-03-07 16:12:57.664000,158,fam,2003-03-07 16:12:57.674000,37342,23
2003-03-07 16:09:27.926000,158,fle,2003-03-07 16:09:27.947000,60852,50
2003-03-07 16:09:34.004000,157,va,2003-03-07 16:09:34.032000,76908,200
2003-03-07 16:08:52.833000,167,Ibuprofen IB,2003-03-07 16:08:52.860000,67004,51
2003-03-07 16:09:30.735000,156,c,2003-03-07 16:09:30.845000,66451,3853
2003-03-07 16:09:31.276000,160,cyclo,2003-03-07 16:09:31.289000,49682,30
2003-03-07 16:09:31.520000,161,cyclob,2003-03-07 16:09:31.542000,11301,6
2003-03-07 16:09:36.335000,169,nicotine patch,2003-03-07 16:09:36.340000,41,0
2003-03-07 16:03:35.533000,163,necon 1/,2003-03-07 16:03:35.539000,41,0
2003-03-07 16:03:36.851000,165,necon 1/35,2003-03-07 16:03:36.855000,41,0
2003-03-07 16:03:38.850000,162,necon 1,2003-03-07 16:03:38.855000,41,0
2003-03-07 16:03:45.972000,164,necon 1.0,2003-03-07 16:03:45.978000,41,0
2003-03-07 16:03:45.882000,162,ativan,2003-03-07 16:03:45.890000,4673,2
2003-03-07 16:03:46.738000,170,clindamycin gel,2003-03-07 16:03:46.743000,41,0
2003-03-07 16:03:51.540000,157,zo,2003-03-07 16:03:51.579000,82135,65
2003-03-07 16:05:24.435000,160,cepha,2003-03-07 16:05:24.442000,12095,5
2003-03-07 16:05:04.624000,170,methylphenidate,2003-03-07 16:05:04.679000,56348,17
2003-03-07 16:15:22.525000,159,clon,2003-03-07 16:15:22.540000,33197,14
2003-03-07 16:15:20.158000,164,contrave,2003-03-07 16:15:20.164000,1148,1
2003-03-07 16:15:20.236000,184,dextroamphetamine-amphetamine,2003-03-07 16:15:20.261000,30123,5
2003-03-07 16:14:55.472000,169,antifungal cre,2003-03-07 16:14:55.478000,1253,1
2003-03-07 16:16:03.293000,164,lorazepam,2003-03-07 16:16:03.312000,16475,8
2003-03-07 16:15:35.267000,157,pr,2003-03-07 16:15:35.304000,78344,946
2003-03-07 16:15:35.998000,178,Librax (with clidinium),2003-03-07 16:15:36.004000,1167,1
2003-03-07 16:12:43.591000,159,lyri,2003-03-07 16:12:43.607000,12027,3
2003-03-07 16:18:56.633000,161,tizani,2003-03-07 16:18:56.641000,11144,5
2003-03-07 16:18:57.523000,165,tizanidine,2003-03-07 16:18:57.532000,11144,5
2003-03-07 16:21:02.375000,164,folic aci,2003-03-07 16:21:02.397000,56243,176
2003-03-07 16:19:31.730000,157,vy,2003-03-07 16:19:31.744000,21895,11
2003-03-07 16:19:26.689000,158,azi,2003-03-07 16:19:26.699000,26244,16
2003-03-07 16:21:27.116000,165,gabapentin,2003-03-07 16:21:27.121000,23916,11
2003-03-07 16:19:40.747000,161,Zoloft,2003-03-07 16:19:40.753000,4332,2
2003-03-07 16:22:19.298000,157,za,2003-03-07 16:22:19.315000,36568,26
2003-03-07 16:22:32.856000,160,norva,2003-03-07 16:22:32.861000,3154,1
2003-03-07 16:22:22.354000,163,zanaflex,2003-03-07 16:22:22.360000,4106,2
2003-03-07 16:22:22.632000,160,Norco,2003-03-07 16:22:22.650000,3118,1
2003-03-07 16:22:22.723000,160,Norco,2003-03-07 16:22:22.741000,3118,1
2003-03-07 16:22:20.400000,159,zana,2003-03-07 16:22:20.407000,5247,3
2003-03-07 16:22:01.044000,166,azithromycin,2003-03-07 16:22:01.054000,12003,13
2003-03-07 16:23:00.190000,160,Norco,2003-03-07 16:23:00.208000,3118,1
