,request
2003-03-02 17:06:02.480,diltiazem hcl
2003-03-02 17:06:15.533,gabapentin
2003-03-02 17:06:23.269,methadone
2003-03-02 17:06:25.554,abilify
2003-03-02 17:06:32.050,ativan
2003-03-02 17:06:35.338,dextroamphetamine-amphetamine
2003-03-02 17:06:37.632,adderall
2003-03-02 17:06:39.692,norco
2003-03-02 17:06:41.550,lasix
2003-03-02 17:06:54.529,promethazine
2003-03-02 17:07:21.934,dextroamphetamine-amphetamine
2003-03-02 17:07:25.751,norco
2003-03-02 17:07:32.389,adderall
2003-03-02 17:07:36.837,hydromorphone
2003-03-02 17:07:37.197,tylenol-codeine #4
2003-03-02 17:08:18.484,intuniv er
2003-03-02 17:08:43.329,morphine concentrate
2003-03-02 17:08:45.314,risperdal
2003-03-02 17:08:59.757,trileptal
2003-03-02 17:09:01.970,restoril
2003-03-02 17:09:15.105,xarelto
2003-03-02 17:09:29.516,morphine
2003-03-02 17:09:59.744,compaz
2003-03-02 17:10:31.027,lorazepam
2003-03-02 17:10:57.241,guan
2003-03-02 17:11:00.221,metoprolol
2003-03-02 17:11:03.450,proventil hfa
2003-03-02 17:11:21.784,zanaflex
2003-03-02 17:11:58.176,zofr
2003-03-02 17:12:10.938,hydrocodone-acetaminophen
2003-03-02 17:12:22.325,norco
2003-03-02 17:12:50.203,cialis
2003-03-02 17:13:03.057,gabapentin
2003-03-02 17:13:12.851,prozac
2003-03-02 17:13:15.357,norco
2003-03-02 17:13:21.107,linzes
2003-03-02 17:13:27.049,acetaminophen-codeine
2003-03-02 17:13:36.370,zoloft
2003-03-02 17:13:37.587,keflex
2003-03-02 17:13:59.057,focalin
2003-03-02 17:14:23.077,prometh
2003-03-02 17:14:36.705,norco
2003-03-02 17:14:42.092,fentanyl
2003-03-02 17:15:40.742,glipizide
2003-03-02 17:15:55.963,norco
2003-03-02 17:16:11.215,lyrica
2003-03-02 17:16:23.148,serophene
2003-03-02 17:16:27.003,olanzapine
2003-03-02 17:16:30.006,medro
2003-03-02 17:16:33.395,valium
2003-03-02 17:16:53.802,norco
2003-03-02 17:16:55.068,wellbutrin sr
2003-03-02 17:17:01.988,valtrex
2003-03-02 17:17:09.346,serophene
2003-03-02 17:17:17.083,metoprolol succinate
2003-03-02 17:17:20.687,buspirone
2003-03-02 17:17:20.933,oxycod
2003-03-02 17:17:22.393,keflex
2003-03-02 17:17:35.284,dextroamphetamine-amphetamine
2003-03-02 17:17:44.248,tramadol
2003-03-02 17:17:59.696,zantac
2003-03-02 17:18:11.471,silver
2003-03-02 17:18:28.410,levothyroxine
2003-03-02 17:18:31.761,latanoprost
2003-03-02 17:18:42.907,cef
2003-03-02 17:19:05.502,lotrel
2003-03-02 17:19:10.674,promethazine
2003-03-02 17:19:19.123,latanoprost
2003-03-02 17:19:29.877,alprazolam
2003-03-02 17:19:51.533,proair hfa
2003-03-02 17:19:58.060,singul
2003-03-02 17:19:58.370,latanoprost
2003-03-02 17:19:59.404,metoprolol tartrate
2003-03-02 17:20:02.142,hydrocodone-acetaminophen
2003-03-02 17:20:17.989,tramadol-acetaminophen
2003-03-02 17:20:31.288,sarna
2003-03-02 17:20:35.559,oxycodone
2003-03-02 17:20:46.763,vistaril
2003-03-02 17:21:06.497,seroquel
2003-03-02 17:21:40.099,oxycodone
2003-03-02 17:22:08.948,buspirone
2003-03-02 17:22:24.804,senna
2003-03-02 17:22:25.278,ventolin hfa
2003-03-02 17:22:45.617,duloxetine
2003-03-02 17:22:53.387,risperdal
2003-03-02 17:23:15.039,zyrtec
2003-03-02 17:23:49.916,xanax
2003-03-02 17:24:10.292,oxymorphone
2003-03-02 17:24:47.174,ventolin hfa
2003-03-02 17:24:54.166,lamictal
2003-03-02 17:25:39.743,oxycodone
2003-03-02 17:26:13.258,cyclobenzaprine
2003-03-02 17:26:48.999,tramadol
2003-03-02 17:26:55.920,dextroamphetamine-amphetamine
2003-03-02 17:26:56.867,oxycodone-acetaminophen
2003-03-02 17:27:56.682,synthroid
2003-03-02 17:28:19.087,venlaf
2003-03-02 17:28:37.526,crestor
2003-03-02 17:28:58.407,triam
2003-03-02 17:29:07.238,feosol
2003-03-02 17:29:13.905,klonopin
2003-03-02 17:29:22.069,fentanyl
2003-03-02 17:29:29.891,oxycontin
2003-03-02 17:30:31.608,lexapro
2003-03-02 17:34:02.517,trime
2003-03-02 17:35:09.421,levaquin
2003-03-02 17:35:23.576,zoloft
2003-03-02 17:35:47.732,tizanidine
2003-03-02 17:35:57.072,promethazine
2003-03-02 17:36:09.070,meloxicam
2003-03-02 17:36:10.229,vyvanse
2003-03-02 17:36:18.238,invokana
2003-03-02 17:36:36.964,zofran
2003-03-02 17:37:00.902,focalin
2003-03-02 17:37:07.057,zofran (as hydrochloride)
2003-03-02 17:37:18.875,norfle
2003-03-02 17:38:00.082,hydrochlorothiazide
2003-03-02 17:38:01.036,orphenadrine citrate
2003-03-02 17:38:35.129,norco
2003-03-02 17:38:48.896,mv
2003-03-02 17:39:20.259,valtrex
2003-03-02 17:39:45.869,lyrica
2003-03-02 17:39:49.945,hydrocodone-acetaminophen
2003-03-02 17:39:56.844,imit
2003-03-02 17:40:23.227,remeron
2003-03-02 17:40:30.133,imitrex
2003-03-02 17:40:58.821,cyc
2003-03-02 17:41:14.547,remeron
2003-03-02 17:41:39.158,chlorpromazine
2003-03-02 17:41:50.559,tramadol
2003-03-02 17:42:06.256,baclofen
2003-03-02 17:42:12.540,kapvay
2003-03-02 17:42:18.140,tenex
2003-03-02 17:42:22.882,guanf
2003-03-02 17:42:23.574,hydrocodone-acetaminophen
2003-03-02 17:42:35.644,omeprazole
2003-03-02 17:42:47.633,suboxone
2003-03-02 17:42:52.481,naprelan cr
2003-03-02 17:43:24.346,melatonin
2003-03-02 17:43:32.042,morphine
2003-03-02 17:43:33.977,levothyroxine
2003-03-02 17:43:35.133,fluoxetine
2003-03-02 17:43:45.186,gabapenti
2003-03-02 17:44:10.949,thorazine
2003-03-02 17:44:19.058,chlorpr
2003-03-02 17:44:22.818,ativan
2003-03-02 17:44:39.504,hydromor
2003-03-02 17:44:48.730,lotrisone
2003-03-02 17:45:22.434,effexor xr
2003-03-02 17:46:13.221,loven
2003-03-02 17:46:41.667,nucy
2003-03-02 17:47:03.600,lorazepam
2003-03-02 17:47:18.677,cymbal
2003-03-02 17:47:37.107,diazep
2003-03-02 17:47:37.928,norco
2003-03-02 17:47:44.487,nucynta
2003-03-02 17:48:02.456,metrogel
2003-03-02 17:48:16.628,abilify
2003-03-02 17:48:24.174,diazepam
2003-03-02 17:48:25.441,sertr
2003-03-02 17:48:53.195,tamiflu
2003-03-02 17:49:02.073,sero
2003-03-02 17:49:13.008,cymbalta
2003-03-02 17:49:43.143,singula
2003-03-02 17:49:56.303,tramadol
2003-03-02 17:50:06.202,zith
2003-03-02 17:50:40.303,levsin
2003-03-02 17:50:50.257,oxycodone
2003-03-02 17:50:53.091,venlafaxine
2003-03-02 17:50:57.011,sertraline
2003-03-02 17:51:23.661,bromfed
2003-03-02 17:52:59.350,bisacodyl
2003-03-02 17:53:46.523,ativan
2003-03-02 17:53:54.310,haloperidol
2003-03-02 17:54:40.303,milk of magn
2003-03-02 17:55:48.991,zoloft
2003-03-02 17:55:49.721,hydr
2003-03-02 17:56:32.137,haloperidol
2003-03-02 17:56:48.587,hydrocod
2003-03-02 17:56:52.386,quetia
2003-03-02 17:57:12.779,pres
2003-03-02 17:57:23.034,norco
2003-03-02 17:57:34.521,sertr
2003-03-02 17:57:45.963,klonopin
2003-03-02 17:57:47.079,warfarin
2003-03-02 17:57:50.063,syring
2003-03-02 17:57:58.751,haloperidol
2003-03-02 17:58:08.691,clonazepam
2003-03-02 17:58:44.028,hydroco
2003-03-02 17:58:46.395,haloperidol
2003-03-02 17:59:11.473,prozac
2003-03-02 17:59:13.931,hydro
2003-03-02 17:59:37.702,glipizide
2003-03-02 18:01:37.237,glipizide
2003-03-02 18:01:39.508,lorazepam
2003-03-02 18:01:49.105,norco
2003-03-02 18:02:06.272,morphine
2003-03-02 18:02:23.990,cyan
2003-03-02 18:03:19.813,risperd
2003-03-02 18:03:30.564,celexa
2003-03-02 18:03:44.085,risperidone
2003-03-02 18:04:12.177,metroni
2003-03-02 18:04:55.859,lorazepam
2003-03-02 18:06:17.782,ora ge
2003-03-02 18:06:24.097,blood glucose
2003-03-02 18:06:51.536,pris
2003-03-02 18:07:18.969,lasix
2003-03-02 18:07:24.968,gabap
2003-03-02 18:07:49.816,coreg
2003-03-02 18:08:09.939,nasal
2003-03-02 18:08:46.846,bupr
2003-03-02 18:08:51.153,methadone
2003-03-02 18:10:59.801,nasal spray (sodium chloride)
2003-03-02 18:11:03.049,nystat
2003-03-02 18:11:14.496,liald
2003-03-02 18:12:11.932,coreg
2003-03-02 18:12:12.264,percocet
2003-03-02 18:12:32.385,methadone
2003-03-02 18:13:05.384,dextroamphetamine
2003-03-02 18:13:15.130,ondansetron
2003-03-02 18:13:22.288,acetaminophen
2003-03-02 18:13:27.464,alpra
2003-03-02 18:13:30.983,gabapentin
2003-03-02 18:14:52.630,lat
2003-03-02 18:14:59.415,sennosides
2003-03-02 18:15:14.712,lorazepam
2003-03-02 18:17:16.835,adder
2003-03-02 18:17:23.901,oxycodone
2003-03-02 18:18:10.600,hydrocodone-homatropine
2003-03-02 18:18:35.047,adderall
2003-03-02 18:18:53.133,xanax
2003-03-02 18:19:10.475,testosterone cypionate
2003-03-02 18:19:48.366,adder
2003-03-02 18:21:18.450,hydrocortisone acetate
2003-03-02 18:21:35.195,perphenazine
2003-03-02 18:22:12.686,nystatin
2003-03-02 18:23:26.021,lotrisone
2003-03-02 18:23:54.131,ativ
2003-03-02 18:24:07.480,lotrisone
2003-03-02 18:25:20.370,prozac
2003-03-02 18:25:41.104,fentanyl
2003-03-02 18:26:18.473,alprazolam
2003-03-02 18:26:41.229,dexedrine spansule
2003-03-02 18:26:59.278,citalopram
2003-03-02 18:27:19.946,testosterone cypionate
2003-03-02 18:27:25.030,abilify
2003-03-02 18:27:52.293,lexapro
2003-03-02 18:28:01.251,xanax
2003-03-02 18:28:15.676,senna
2003-03-02 18:28:37.443,trazodone
2003-03-02 18:28:41.986,procardia xl
2003-03-02 18:29:14.021,aripiprazole
2003-03-02 18:29:14.806,keflex
2003-03-02 18:29:20.039,vitamin b
2003-03-02 18:29:42.956,carafate
2003-03-02 18:30:08.693,xanax
2003-03-02 18:30:22.816,crestor
2003-03-02 18:30:24.764,zinc oxide diaper cream
2003-03-02 18:30:27.287,keflex
2003-03-02 18:30:47.988,prednisone
2003-03-02 18:31:21.173,niacin
2003-03-02 18:31:26.858,klonopin
2003-03-02 18:31:37.759,proair hfa
2003-03-02 18:32:01.224,morphine
2003-03-02 18:32:12.628,klonopin
2003-03-02 18:32:20.514,niacin
2003-03-02 18:32:28.885,diazepam
2003-03-02 18:33:00.948,percocet
2003-03-02 18:34:04.301,cytomel
2003-03-02 18:34:53.257,intun
2003-03-02 18:34:56.267,synthroid
2003-03-02 18:34:58.771,wellbutrin
2003-03-02 18:35:04.688,protonix
2003-03-02 18:35:06.839,ms con
2003-03-02 18:35:28.623,lamic
2003-03-02 18:35:59.798,isosor
2003-03-02 18:36:18.972,celexa
2003-03-02 18:37:15.415,dilau
2003-03-02 18:37:22.552,wellbutrin er
2003-03-02 18:37:23.295,flecainide
2003-03-02 18:38:01.705,chantix
2003-03-02 18:38:04.906,bisacodyl
2003-03-02 18:38:33.262,wellbutrin
2003-03-02 18:39:21.891,metformin
2003-03-02 18:40:15.441,metoprolol
2003-03-02 18:40:29.725,wellb
2003-03-02 18:40:43.756,omeprazole
2003-03-02 18:40:49.168,acetaminoph
2003-03-02 18:41:34.537,creon
2003-03-02 18:41:38.646,omepr
2003-03-02 18:42:23.217,prinivil
2003-03-02 18:43:11.879,gab
2003-03-02 18:44:16.423,fentany
2003-03-02 18:44:38.518,percocet
2003-03-02 18:44:45.304,provigil
2003-03-02 18:46:52.292,adderall
2003-03-02 18:48:44.829,concerta
2003-03-02 18:49:15.072,subo
2003-03-02 18:49:47.469,percocet
2003-03-02 18:49:58.492,morphine
2003-03-02 18:51:16.023,nystatin
2003-03-02 18:51:26.715,loraze
2003-03-02 18:51:27.617,levaquin
2003-03-02 18:52:05.457,lotrisone
2003-03-02 18:52:13.462,promethazine vc
2003-03-02 18:52:21.625,flexeril
2003-03-02 18:52:24.982,dulcolax (bisacodyl)
2003-03-02 18:52:56.086,cyclo
2003-03-02 18:52:56.191,tramadol
2003-03-02 18:54:04.879,alpraz
2003-03-02 18:54:11.769,oxycodone
2003-03-02 18:54:21.065,lorazepam
2003-03-02 18:55:07.351,wellbutrin er
2003-03-02 18:55:30.973,oxy
2003-03-02 18:55:31.122,hydrocodo
2003-03-02 18:56:19.589,docusate sodium
2003-03-02 18:56:46.972,alpra
2003-03-02 18:57:05.737,hydrocodone-acetaminophen
2003-03-02 18:57:22.152,mirtazapine
2003-03-02 18:57:54.119,mag ox
2003-03-02 18:59:12.908,norco
2003-03-02 18:59:39.601,furosemide
2003-03-02 19:00:10.389,raniti
2003-03-02 19:00:31.981,zofran
2003-03-02 19:00:49.606,temazepam
2003-03-02 19:01:08.836,wellbutrin
2003-03-02 19:01:10.254,concerta
2003-03-02 19:01:12.453,br
2003-03-02 19:01:15.635,balmex diaper rash
2003-03-02 19:02:04.131,amoxi
2003-03-02 19:03:24.289,norco
2003-03-02 19:03:43.874,mydayis
2003-03-02 19:03:50.560,tamiflu
2003-03-02 19:04:11.421,adder
2003-03-02 19:04:23.005,ativan
2003-03-02 19:04:44.238,merh
2003-03-02 19:04:54.297,methadone
2003-03-02 19:05:43.994,lithium carbonate
2003-03-02 19:07:37.141,baclofen
2003-03-02 19:07:49.710,difluc
2003-03-02 19:08:03.679,ondansetron hcl
2003-03-02 19:08:34.588,remeron
2003-03-02 19:08:53.135,lamictal
2003-03-02 19:08:55.088,lumigan
2003-03-02 19:09:29.302,gabapentin
2003-03-02 19:09:29.774,metoprolol
2003-03-02 19:10:04.637,dexam
2003-03-02 19:10:36.004,saphris (black cherry)
2003-03-02 19:11:04.481,cipro
2003-03-02 19:11:49.561,ropinirole
2003-03-02 19:12:09.466,cipro
2003-03-02 19:12:34.831,flagyl
2003-03-02 19:12:38.581,adderall
2003-03-02 19:12:44.240,propran
2003-03-02 19:13:26.129,free
2003-03-02 19:13:37.434,alprazolam
2003-03-02 19:14:08.759,hydrocodone
2003-03-02 19:14:41.444,lexapr
2003-03-02 19:14:57.110,freestyle
2003-03-02 19:15:26.157,morphi
2003-03-02 19:15:30.626,lexapro
2003-03-02 19:15:33.652,lisinopril
2003-03-02 19:16:20.952,freestyle
2003-03-02 19:16:34.814,acyclovir
2003-03-02 19:17:16.053,trazodone
2003-03-02 19:17:16.358,morphine con
2003-03-02 19:17:20.043,insulin
2003-03-02 19:17:21.860,zofran (as hydrochloride)
2003-03-02 19:17:43.344,suboxone
2003-03-02 19:17:46.206,amlodipine
2003-03-02 19:17:52.961,insulin syringes
2003-03-02 19:17:57.555,lamic
2003-03-02 19:17:58.556,diovan hct
2003-03-02 19:18:09.613,alprazolam
2003-03-02 19:18:50.092,azithro
2003-03-02 19:19:15.618,adderall
2003-03-02 19:19:17.880,amlodipine
2003-03-02 19:19:20.742,humalog
2003-03-02 19:19:38.343,gabapentin
2003-03-02 19:19:41.066,tramadol
2003-03-02 19:21:01.940,acyclovir
2003-03-02 19:21:02.626,robaxi
2003-03-02 19:21:09.085,tramadol
2003-03-02 19:21:36.143,methocarbamol
2003-03-02 19:22:07.672,skelaxin
2003-03-02 19:22:31.611,ativan
2003-03-02 19:23:19.435,anusol
2003-03-02 19:23:49.456,humalog
2003-03-02 19:24:37.253,ipratropium-albuterol
2003-03-02 19:27:16.361,trazodone
2003-03-02 19:27:18.961,ativ
2003-03-02 19:27:56.110,gabap
2003-03-02 19:28:19.423,lorazepam
2003-03-02 19:28:43.637,robaxin
2003-03-02 19:29:05.627,lorazepam
2003-03-02 19:29:59.631,ibuprofe
2003-03-02 19:31:12.428,sust
2003-03-02 19:32:17.810,fluoc
2003-03-02 19:33:14.246,mircette
2003-03-02 19:33:30.664,sym
2003-03-02 19:34:51.213,morphine
2003-03-02 19:34:57.789,drisdo
2003-03-02 19:35:27.568,vitamin
2003-03-02 19:36:16.159,temaz
2003-03-02 19:36:41.178,buprnorphine
2003-03-02 19:36:42.917,lamicta
2003-03-02 19:39:53.989,concerta
2003-03-02 19:40:39.752,lamictal
2003-03-02 19:41:44.720,fluoxetine
2003-03-02 19:42:29.052,adderall xr
2003-03-02 19:44:01.209,ativan
2003-03-02 19:45:46.949,lorazepam
2003-03-02 19:47:00.459,lorazepam
2003-03-02 19:47:52.023,gabapentin
2003-03-02 19:48:10.797,vytori
2003-03-02 19:48:25.906,robaxin
2003-03-02 19:50:00.909,dilaudid
2003-03-02 19:51:22.251,zofran
2003-03-02 19:52:15.038,mobic
2003-03-02 19:52:39.920,fluticasone
2003-03-02 19:52:56.297,buprenorphine-naloxone
2003-03-02 19:53:17.905,symbicort
2003-03-02 19:53:50.588,adderall
2003-03-02 19:54:00.209,fluticasone
2003-03-02 19:54:15.142,robaxin
2003-03-02 19:54:58.041,gabapentin
2003-03-02 19:56:09.568,sertraline
2003-03-02 19:57:38.888,cyan
2003-03-02 19:58:22.002,ativan
2003-03-02 19:59:08.662,xanax
2003-03-02 19:59:38.230,robaxin
2003-03-02 19:59:51.740,methocarbamol
2003-03-02 20:00:25.270,lomotil
2003-03-02 20:01:09.672,cyan
2003-03-02 20:01:54.608,wellbutrin sr
2003-03-02 20:04:03.766,cyan
2003-03-02 20:06:40.560,loraz
2003-03-02 20:07:54.615,fluticasone
2003-03-02 20:09:28.838,prozac
2003-03-02 20:10:05.109,fluticasone
2003-03-02 20:12:57.189,zoloft
2003-03-02 20:13:43.360,risperdal
2003-03-02 20:17:23.366,amoxicillin
2003-03-02 20:18:33.616,cipro
2003-03-02 20:21:40.483,seroquel
2003-03-02 20:21:50.744,prozac
2003-03-02 20:26:15.011,spiriva
2003-03-02 20:30:12.896,lexapro
2003-03-02 20:51:58.400,mirt
2003-03-02 20:58:12.626,lorazepam
2003-03-02 21:00:45.387,tramadol
2003-03-02 21:00:59.662,hydrox
2003-03-02 21:01:31.878,vyvanse
2003-03-02 21:02:37.207,wellbutrin sr
2003-03-02 21:05:07.271,bumet
2003-03-02 21:05:42.991,morphine
2003-03-02 21:05:57.896,phener
2003-03-02 21:06:21.958,levemi
2003-03-02 21:07:04.786,ipr
2003-03-02 21:07:27.043,reglan
2003-03-02 21:07:38.119,hydrox
2003-03-02 21:07:41.587,lexapro
2003-03-02 21:08:10.046,potassium ch
2003-03-02 21:08:33.566,senna
2003-03-02 21:09:01.123,acetamino
2003-03-02 21:09:32.925,senna s
2003-03-02 21:09:54.998,citalopram
2003-03-02 21:11:04.194,senna plus
2003-03-02 21:11:09.229,morphine
2003-03-02 21:11:51.045,compazine
2003-03-02 21:12:16.028,lorazepam
2003-03-02 21:23:11.877,morphine
2003-03-02 21:24:00.699,timolol
2003-03-02 21:27:23.019,morphine
2003-03-02 21:28:01.479,fentanyl citrate (pf)
2003-03-02 21:28:15.145,morp
2003-03-02 21:28:21.208,pantopra
2003-03-02 21:30:09.214,advair diskus
2003-03-02 21:30:52.801,oxycodone
2003-03-02 21:32:10.597,yt? raz
2003-03-02 21:32:18.461,trazodone
2003-03-02 21:33:03.268,lorazepam
2003-03-02 21:33:21.271,tramadol
2003-03-02 21:36:37.287,proair
2003-03-02 21:38:10.847,compazi
2003-03-02 21:38:46.177,dilaudid
2003-03-02 21:39:20.002,diazepam
2003-03-02 21:39:52.934,senna-s
2003-03-02 21:44:33.418,loraz
2003-03-02 21:45:15.500,morphine
2003-03-02 21:58:53.167,mirtazapine
2003-03-02 21:59:28.608,oxycodone
2003-03-02 22:01:46.384,lidocaine
2003-03-02 22:03:18.069,azit
2003-03-02 22:04:16.978,morphine
2003-03-02 22:05:34.931,oxycodone
2003-03-02 22:07:01.566,sertralin
2003-03-02 22:08:18.626,normal saline flush
2003-03-02 22:12:42.237,formula 82m
2003-03-02 22:14:57.204,ipr
2003-03-02 22:15:39.700,simethicone
2003-03-02 22:17:16.128,ip
2003-03-02 22:29:06.761,adderall
2003-03-02 22:30:59.689,diazepam
2003-03-02 22:32:20.293,trazodone
2003-03-02 22:34:03.891,cipro
2003-03-02 22:34:09.865,metoprolol
2003-03-02 22:34:30.978,augm
2003-03-02 22:38:05.498,zetia
2003-03-02 22:40:05.774,xarelto
2003-03-02 22:44:49.190,amoxicillin-pot clavulanate
2003-03-02 22:58:55.650,fr
2003-03-02 22:59:19.978,fentanyl
2003-03-02 23:00:28.646,morphine
2003-03-02 23:01:15.577,loraz
2003-03-02 23:02:08.896,haloperi
2003-03-02 23:03:00.232,acetaminop
2003-03-02 23:03:42.056,valium
2003-03-02 23:03:45.559,dulcol
2003-03-02 23:04:15.855,levsin
2003-03-02 23:05:23.577,gua
2003-03-02 23:08:45.386,normal saline flush
2003-03-02 23:09:07.464,morphine
2003-03-02 23:09:23.879,amox
2003-03-02 23:09:52.908,loraz
2003-03-02 23:10:13.950,amoxicillin
2003-03-02 23:10:33.692,dulcol
2003-03-02 23:11:07.234,acetamino
2003-03-02 23:12:43.498,levsin
2003-03-02 23:13:25.448,acetamino
2003-03-02 23:14:07.188,fentanyl
2003-03-02 23:14:56.030,loraze
2003-03-02 23:15:45.159,dulco
2003-03-02 23:17:55.130,loraz
2003-03-02 23:18:21.454,concert
2003-03-02 23:19:35.494,lorazepam
2003-03-02 23:21:23.243,adderall x
2003-03-02 23:23:05.402,fentanyl
2003-03-02 23:25:47.815,loraze
2003-03-02 23:30:22.800,xanax
2003-03-02 23:30:57.143,kapva
2003-03-02 23:40:21.837,clemas
2003-03-02 23:41:59.497,normal saline flush
2003-03-02 23:42:28.588,loraze
2003-03-02 23:43:10.870,halop
2003-03-02 23:44:02.714,acetami
2003-03-02 23:44:46.252,dulco
2003-03-02 23:46:22.795,ativan
2003-03-02 23:46:51.484,loraz
2003-03-02 23:49:16.052,halop
2003-03-03 00:00:32.368,augmentin
2003-03-03 00:10:08.693,amoxicillin
2003-03-03 00:49:38.930,adderall xr
2003-03-03 00:51:56.861,atorvast
2003-03-03 00:58:44.383,ms contin
2003-03-03 01:22:25.077,butalbital compound w/codeine
2003-03-03 01:47:44.594,ativa
2003-03-03 01:53:50.386,restorik\
2003-03-03 01:54:44.509,halop
2003-03-03 01:57:18.035,amb
2003-03-03 01:58:06.693,restoril
2003-03-03 02:10:33.528,ativan
2003-03-03 02:33:58.146,alprazolam
2003-03-03 04:43:34.000,glucome
2003-03-03 04:47:02.229,true
2003-03-03 04:49:17.027,alcohol
2003-03-03 04:51:13.228,lancets
2003-03-03 05:17:47.674,tamiflu
2003-03-03 06:36:08.355,morphine
2003-03-03 06:55:26.217,fluoxetine
2003-03-03 06:56:32.464,klonopin
2003-03-03 06:57:26.082,losartan
2003-03-03 07:00:48.681,vitamin d2
2003-03-03 07:22:22.563,morphine
2003-03-03 07:26:20.936,morph
2003-03-03 07:28:15.207,onetouch ultrasoft lancets
2003-03-03 07:33:27.582,triamterene-hydrochlorothiazid
2003-03-03 07:35:47.569,diazepam
2003-03-03 07:37:39.486,cia
2003-03-03 07:47:13.551,lorazepam
2003-03-03 08:12:19.429,zoloft
2003-03-03 08:23:16.068,cefur
2003-03-03 08:23:50.670,ambien
2003-03-03 08:24:13.575,synth
2003-03-03 08:30:25.199,zoloft
2003-03-03 08:35:12.239,risperidone
2003-03-03 08:36:31.618,depak
2003-03-03 08:44:55.135,keflex
2003-03-03 08:47:03.351,ibuprofen
2003-03-03 08:52:03.029,effexor xr
2003-03-03 08:56:42.819,benzoyl peroxide
2003-03-03 09:11:22.986,remeron
2003-03-03 09:11:57.405,azith
2003-03-03 09:17:59.177,cipro
2003-03-03 09:18:27.178,focalin xr
2003-03-03 09:19:17.288,vyvanse
2003-03-03 09:21:34.806,met
2003-03-03 09:22:01.756,xanax
2003-03-03 09:22:47.981,acetaminophen
2003-03-03 09:24:09.646,lis
2003-03-03 09:24:22.483,vyvanse
2003-03-03 09:24:48.495,acetaminophen
2003-03-03 09:25:06.855,ativan
2003-03-03 09:27:48.195,triam
2003-03-03 09:30:09.689,cefuroxime axetil
2003-03-03 09:30:43.273,metform
2003-03-03 09:30:58.304,ibupro
2003-03-03 09:31:48.910,xanax
2003-03-03 09:32:53.291,zithro
2003-03-03 09:33:00.658,maxitrol
2003-03-03 09:33:13.526,neomycin-polymyxin b-dexameth
2003-03-03 09:37:09.148,proa
2003-03-03 09:37:09.163,tramadol
2003-03-03 09:37:25.945,polytrim
2003-03-03 09:40:29.043,clonidine
2003-03-03 09:41:12.630,diazepam
2003-03-03 09:44:51.512,cefdinir
2003-03-03 09:47:22.992,vyvanse
2003-03-03 09:48:12.058,cipro
2003-03-03 09:50:25.693,acetic
2003-03-03 09:51:05.259,ibupro
2003-03-03 09:51:12.181,renvela
2003-03-03 09:52:04.009,vitamin b
2003-03-03 09:52:31.293,ergo
2003-03-03 09:53:32.396,flutic
2003-03-03 09:53:46.003,isla
2003-03-03 09:53:55.709,zahu
2003-03-03 09:54:09.376,hydra
2003-03-03 09:55:53.438,conto
2003-03-03 09:57:02.670,dulcolax
2003-03-03 09:57:15.161,ipratropium-albuterol
2003-03-03 09:58:00.397,lorazepam
2003-03-03 09:58:18.572,lactulose
2003-03-03 09:58:49.223,norco
2003-03-03 10:00:03.615,dulcolax (bisacodyl)
2003-03-03 10:00:26.429,klonppin
2003-03-03 10:00:55.404,terb
2003-03-03 10:00:59.654,vyvanse
2003-03-03 10:01:11.781,clona
2003-03-03 10:01:21.492,vyvanse
2003-03-03 10:01:25.679,amoxici
2003-03-03 10:02:02.186,dilaudid
2003-03-03 10:02:25.095,ambien
2003-03-03 10:02:40.883,triam
2003-03-03 10:02:56.670,maxitrol
2003-03-03 10:04:51.766,eco
2003-03-03 10:06:15.021,fentanyl
2003-03-03 10:08:05.504,lorazepam
2003-03-03 10:09:16.443,symbicort
2003-03-03 10:09:46.928,guanfacine
2003-03-03 10:10:17.565,adder
2003-03-03 10:12:00.463,adde
2003-03-03 10:12:28.940,dextroamphetamine
2003-03-03 10:13:16.607,ambien
2003-03-03 10:14:56.701,norco
2003-03-03 10:14:59.676,ciprod
2003-03-03 10:16:00.521,amoxicillin
2003-03-03 10:17:33.640,loraz
2003-03-03 10:18:45.018,klonopin
2003-03-03 10:18:51.405,aug
2003-03-03 10:19:27.921,multi-vitamin with fluoride
2003-03-03 10:20:33.622,loraze
2003-03-03 10:25:16.487,morphine
2003-03-03 10:25:55.517,donep
2003-03-03 10:26:24.031,dexameth
2003-03-03 10:27:14.881,ativan
2003-03-03 10:28:26.606,dexameth
2003-03-03 10:29:23.240,haldol
2003-03-03 10:30:23.276,zithro
2003-03-03 10:30:30.087,xanax
2003-03-03 10:31:23.372,adderall
2003-03-03 10:31:35.205,tamiflu
2003-03-03 10:31:36.662,trazodone
2003-03-03 10:33:04.236,clarinet
2003-03-03 10:34:47.846,gaba
2003-03-03 10:35:37.982,clinda
2003-03-03 10:35:49.159,citalopram
2003-03-03 10:38:48.970,nuvigil
2003-03-03 10:38:53.706,dulcolax (bisacodyl)
2003-03-03 10:39:33.674,robafen
2003-03-03 10:39:48.896,acetaminophen
2003-03-03 10:40:35.170,adderall xr
2003-03-03 10:41:00.912,morphine
2003-03-03 10:41:11.909,cefur
2003-03-03 10:42:53.267,albuterol sulfate
2003-03-03 10:42:53.865,cymbal
2003-03-03 10:44:30.819,ativa
2003-03-03 10:44:40.016,mont
2003-03-03 10:45:33.943,tussio
2003-03-03 10:46:04.436,zyprexa
